,budget,animation,drama,history,horror,dansk,language,steven_spielberg_,martin_scorsese_,tim_burtonofi,crew_count,keyword_count,budget_cast_ratio,budget_runtime_ratio,cast_count,149Pictures,BazmarkFilms,BlueSkyStudios,BookshopProductions,DreamWorksAnimation,EdkoFilms,EuropaCorp,GreatAmericanFilmsLimitedPartnership,HomeBoxOffice(HBO),IngeniousFilmPartners,Kennedy/MarshallCompanyThe,LauraZiskinProductions,LeStudioCanal+,Lucasfilm,MarvelStudios,PixarAnimationStudios,TigProductions,WaltDisneyPictures,WildHogsProductions,WingNutFilms,Uruguay,Aug,Fri,revenue
1599,1.50E+08,0,0,0,0,0,0,0,0,0,8,9,2272727.273,1401869.159,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,373062864
1600,2.00E+06,0,1,0,0,0,0,0,0,0,2,12,250000,22222.22222,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696681
1601,5.00E+07,0,0,0,0,0,0,0,0,0,12,29,3333333.333,568181.8182,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6808550
1602,7.00E+07,0,1,0,1,0,0,0,0,0,112,12,3043478.261,760869.5652,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215529201
1603,23999345.82,0,1,0,0,0,0,0,0,0,4,12,6531182.05,248806.9352,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3206713
1604,2.00E+07,0,1,0,0,0,0,0,0,0,44,8,327868.8525,185185.1852,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17280326
1605,4520000,0,1,0,1,0,0,0,0,0,12,26,167407.4074,44752.47525,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7175592
1606,6.00E+06,0,1,0,0,0,0,0,0,0,4,12,272727.2727,54054.05405,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5809330
1607,1.10E+07,0,1,0,0,0,0,0,0,0,17,19,733333.3333,100917.4312,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161789
1608,4.00E+07,0,1,0,0,0,0,0,0,0,4,7,1666666.667,360360.3604,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,240978
1609,5.00E+07,0,0,0,1,0,0,0,0,0,47,29,2.00E+06,438596.4912,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159773545
1610,24002589.85,0,1,0,0,0,0,0,0,0,16,14,1742229.096,258746.8955,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1929168
1611,1.50E+07,0,1,0,0,0,0,0,0,0,32,12,750000,159574.4681,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9902115
1612,7.30E+07,0,0,0,0,0,0,0,0,0,78,15,3173913.043,744897.9592,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,103891409
1613,1.40E+07,0,0,0,0,0,0,0,0,0,13,10,933333.3333,142857.1429,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154864401
1614,5.00E+07,0,1,0,0,0,0,0,0,0,52,14,4.00E+05,384615.3846,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38955598
1615,1.90E+07,0,0,0,1,0,0,0,0,0,95,3,1266666.667,204301.0753,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40846082
1616,3.00E+07,0,0,0,0,0,0,0,0,0,78,26,697674.4186,267857.1429,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,210819611
1617,1.80E+07,0,1,0,0,0,0,0,0,0,6,1,1200000,147540.9836,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500000
1618,24005834.32,0,1,1,0,0,0,0,0,0,25,59,1244864.171,275180.5009,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537961
1619,891000,0,0,0,0,0,0,0,0,0,1,2,891000,10011.23596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229000
1620,4.30E+07,0,1,0,0,0,0,0,0,0,10,38,3071428.571,316176.4706,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80049764
1621,5.50E+07,0,1,0,0,0,0,0,0,0,16,10,3437500,410447.7612,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127600435
1622,662141,0,0,0,0,0,0,0,0,0,5,7,44142.73333,6756.540816,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1606624
1623,4.00E+05,0,0,0,0,0,0,0,0,0,4,12,57142.85714,4123.71134,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43719
1624,24009079.23,0,1,0,0,0,0,0,0,0,31,15,1188675.529,214351.3249,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460226
1625,8.50E+07,1,0,0,0,0,0,0,0,0,49,7,4047619.048,913978.4946,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,252712101
1626,4.50E+07,0,0,0,0,0,0,0,0,0,57,24,3461538.462,428571.4286,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,73762516
1627,24012324.58,0,1,0,0,0,0,0,0,0,3,2,2906619.843,256466.4568,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,540152
1628,24015570.36,0,1,1,0,0,0,0,0,0,4,11,3271037.306,249221.89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28400000
1629,1800000,0,0,0,0,0,0,0,0,0,33,21,90000,17307.69231,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41158757
1630,24018816.59,0,1,0,0,0,0,0,0,0,2,1,3739574.459,225663.976,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170832
1631,2.60E+08,0,0,0,0,0,0,0,0,0,51,2,2363636.364,1744966.443,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604942143
1632,1.50E+07,0,1,0,0,0,0,0,0,0,25,12,625000,140186.9159,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34533783
1633,3.00E+06,1,0,0,0,0,0,0,0,0,2,12,6.00E+05,41095.89041,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19010585
1634,3.00E+07,1,0,0,0,0,0,0,0,0,11,6,3750000,357142.8571,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133949270
1635,7.00E+06,0,1,0,0,0,0,0,0,0,18,22,5.00E+05,58823.52941,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200182160
1636,3.00E+07,0,1,0,0,0,0,0,0,0,30,9,2727272.727,297029.703,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13273595
1637,24022063.25,0,1,0,0,0,0,0,0,0,2,2,2618574.689,281567.1708,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697294
1638,2.50E+07,0,0,0,1,0,0,0,0,0,13,14,1.00E+06,271739.1304,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4152230
1639,24025310.35,0,0,0,0,0,0,0,0,0,3,1,5238895.094,203057.9494,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30231200
1640,1.70E+07,0,0,0,0,0,0,0,0,0,48,15,548387.0968,168316.8317,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78247647
1641,4600000,0,1,1,0,0,0,0,0,0,21,15,306666.6667,24731.1828,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000000
1642,4500000,0,0,0,1,0,0,0,0,0,37,7,5.00E+05,52325.5814,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261000
1643,1.10E+08,0,0,0,0,1,0,0,0,0,20,29,3235294.118,924369.7479,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333011068
1644,6.10E+07,0,0,0,0,0,0,0,0,0,99,25,1648648.649,462121.2121,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311256926
1645,1.00E+06,0,1,0,0,0,0,0,0,0,3,2,62500,7751.937984,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34522221
1646,24028557.9,0,1,0,0,0,0,0,0,0,17,10,2183600.58,181966.715,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3692836
1647,2.00E+07,0,0,0,0,0,0,0,0,0,75,12,1176470.588,192307.6923,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35739755
1648,1.50E+07,0,1,0,0,0,0,0,0,0,73,23,6.00E+05,150000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78054825
1649,5.00E+05,0,1,0,0,0,0,0,0,0,1,2,13513.51351,5263.157895,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10300
1650,7.00E+06,0,1,0,0,0,0,0,0,0,24,24,5.00E+05,66037.73585,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2697930
1651,1400000,0,1,0,0,0,0,0,0,0,25,26,66666.66667,10144.92754,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63463
1652,24031805.88,0,1,0,0,0,0,0,0,0,11,4,1541878.904,244971.4146,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21890845
1653,5.00E+06,0,1,0,0,0,0,0,0,0,2,6,833333.3333,50000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710749
1654,2.00E+07,0,0,0,0,0,0,0,0,0,10,5,1428571.429,204081.6327,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11341016
1655,24035054.3,0,0,0,0,0,0,0,0,0,2,12,5244135.736,245053.0718,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261947
1656,2.20E+07,0,0,0,0,0,0,0,0,0,9,18,1571428.571,181818.1818,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12000000
1657,1.80E+07,0,0,0,0,0,0,0,0,0,17,13,1636363.636,127659.5745,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62000000
1658,12500000,0,0,0,0,0,0,0,0,0,5,1,1041666.667,125000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49002684
1659,24038303.15,0,1,0,0,0,0,0,0,0,2,4,3278677.363,304993.2431,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83398
1660,2.00E+07,0,0,0,1,0,0,0,0,0,15,19,740740.7407,215053.7634,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8178569
1661,4.00E+06,0,0,0,0,0,0,0,0,0,35,17,44444.44444,29411.76471,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13275000
1662,1.40E+07,0,1,0,0,0,0,0,0,0,14,23,875000,111111.1111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35856053
1663,360000,0,1,0,0,0,0,0,0,0,2,7,32727.27273,3185.840708,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36000000
1664,2.50E+07,0,0,0,0,0,0,0,0,0,11,1,1470588.235,265957.4468,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15502112
1665,4.80E+07,0,0,0,0,0,0,0,0,0,19,14,4363636.364,516129.0323,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90383208
1666,16400000,0,1,0,0,0,0,0,0,0,11,12,1093333.333,127131.7829,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235860116
1667,1.80E+07,0,1,1,0,0,0,0,0,1,52,35,264705.8824,141732.2835,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5887457
1668,24041552.45,0,0,0,0,0,0,0,0,0,10,33,1311908.102,252290.0197,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,596349
1669,7.00E+05,0,0,0,0,0,0,0,0,0,3,18,233333.3333,4093.567251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7830611
1670,2.00E+06,0,0,0,1,0,0,0,0,0,9,5,133333.3333,22471.91011,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58510
1671,2.00E+07,0,1,0,1,0,0,0,0,0,21,13,833333.3333,172413.7931,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24145613
1672,1.50E+07,0,1,0,1,0,0,0,0,0,7,20,1.00E+06,148514.8515,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24769466
1673,1.00E+07,0,0,0,0,0,0,0,0,0,22,13,769230.7692,1.00E+05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66821036
1674,1.85E+08,0,1,0,0,0,0,0,0,0,81,31,1380597.015,1217105.263,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004558444
1675,2.80E+07,0,0,0,0,0,0,0,0,0,27,7,1473684.211,311111.1111,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77516304
1676,2.00E+07,0,1,0,0,0,0,0,0,0,26,15,2.00E+06,212765.9574,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7237794
1677,1900000,0,1,0,0,0,0,0,0,0,3,2,475000,18269.23077,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2070806
1678,2.50E+07,0,1,1,0,0,0,0,0,0,26,11,961538.4615,208333.3333,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24902723
1679,8500000,0,1,0,0,0,0,0,0,0,47,4,653846.1538,79439.25234,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770706
1680,60000,0,0,0,1,0,0,0,0,0,28,14,6000,740.7407407,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000000
1681,180000,0,1,0,0,0,0,0,0,0,2,6,60000,2022.47191,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,900000
1682,1.60E+07,0,1,0,0,0,0,0,0,0,10,10,1600000,125984.252,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81452156
1683,1.10E+07,0,0,0,0,0,0,0,0,0,2,18,916666.6667,135802.4691,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13276953
1684,24044802.19,0,1,0,0,0,0,0,0,0,2,12,2187242.342,249970.5533,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1878561
1685,2153912,0,0,0,0,0,0,0,0,0,7,7,358985.3333,25950.74699,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864560
1686,6.00E+07,0,0,0,0,0,0,0,0,0,92,4,1200000,483870.9677,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159330280
1687,3.00E+06,0,0,0,0,0,0,0,0,0,9,11,2.00E+05,22556.39098,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9012000
1688,24048052.36,0,1,0,0,0,0,0,0,0,14,8,6563914.267,332350.0895,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1718328
1689,4.10E+07,0,0,0,0,0,0,0,0,0,82,3,891304.3478,390476.1905,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91636986
1690,24051302.98,0,1,0,0,0,0,0,0,0,11,5,1876029.211,268004.173,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457163
1691,24054554.03,0,0,0,0,0,0,0,0,0,9,8,5254632.751,243270.0348,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5240
1692,7.00E+06,0,1,0,0,0,0,0,0,0,12,15,411764.7059,71428.57143,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60611975
1693,2.00E+07,0,0,0,0,0,0,0,0,0,1,12,1333333.333,204081.6327,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2297493
1694,5.00E+06,0,1,0,0,0,0,0,0,0,14,6,312500,56179.77528,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000000
1695,521873,0,0,0,0,0,0,0,0,0,23,11,40144.07692,4109.23622,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1013926
1696,3.40E+07,0,0,0,0,0,0,0,0,0,183,12,607142.8571,300884.9558,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224511319
1697,24057805.53,0,0,0,0,0,0,0,0,0,14,7,505421.5669,228538.4476,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000
1698,24061057.46,0,1,0,0,0,0,0,0,0,6,7,2190890.177,199171.8342,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21621000
1699,5.00E+07,0,1,0,0,0,0,0,0,0,3,1,3333333.333,403225.8065,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120081841
1700,2.00E+07,0,1,0,0,0,0,0,0,0,18,3,1333333.333,190476.1905,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117760134
1701,24064309.84,0,1,0,0,0,0,0,0,0,12,10,3757063.668,194810.7087,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7286388
1702,24067562.65,0,0,0,0,0,0,0,0,0,4,12,3758316.023,341665.093,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7424
1703,24070815.9,0,0,0,0,0,0,0,0,0,18,12,3289622.696,306011.4136,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64227
1704,3837625,0,0,0,0,0,0,0,0,0,4,3,295201.9231,37258.49515,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3867000
1705,4.20E+07,0,0,0,1,0,0,0,0,0,46,13,1909090.909,420000,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89162162
1706,24074069.59,0,1,0,0,0,0,0,0,0,7,6,3290719.237,243756.9805,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7218340
1707,24077323.73,0,0,0,0,0,0,0,0,0,20,15,612430.9103,186769.7102,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800000
1708,2.00E+07,0,0,0,0,0,0,0,0,0,11,12,1250000,198019.802,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17432163
1709,1.20E+08,0,1,0,0,0,0,0,0,0,19,5,7500000,991735.5372,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48668907
1710,4.50E+07,0,0,0,0,0,0,0,0,0,27,10,2250000,473684.2105,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56070433
1711,1.50E+07,0,1,0,0,0,0,0,0,0,16,7,365853.6585,115384.6154,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42724017
1712,1.00E+06,0,0,0,1,0,0,0,0,0,11,7,250000,11494.25287,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9318
1713,5.00E+07,0,1,0,0,0,0,0,0,0,11,13,3571428.571,505050.5051,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8342132
1714,24080578.3,0,0,0,0,0,0,0,0,0,78,4,598711.53,229072.2376,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101191884
1715,5.00E+06,0,0,0,0,0,0,0,0,0,4,5,1.00E+06,62500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2091037
1716,1.52E+08,0,1,0,0,0,0,0,0,0,9,7,7600000,1085714.286,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369907963
1717,24083833.31,0,1,0,0,0,0,0,0,0,11,12,3764584.06,274500.9211,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5101756
1718,1.20E+08,0,0,0,0,0,0,0,0,0,27,7,7500000,1176470.588,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242688965
1719,3347850,0,0,0,0,0,0,0,0,0,35,2,41848.125,30998.61111,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1248748
1720,4437508,0,1,0,0,0,0,0,0,0,7,1,1109377,28629.08387,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2804874
1721,24087088.76,0,1,0,0,0,0,0,0,0,38,33,642948.1086,225306.6022,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85313124
1722,9.40E+07,0,0,0,0,0,0,0,0,0,9,6,5529411.765,810344.8276,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54744738
1723,4.00E+07,0,0,0,0,0,0,0,0,0,21,18,2352941.176,430107.5269,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51070807
1724,1.20E+08,0,0,0,0,0,0,0,0,0,119,18,4285714.286,1200000,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,167977596
1725,24090344.65,0,1,0,0,0,0,0,0,0,9,9,1318482.97,206012.9641,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27634716
1726,4.50E+07,0,0,0,0,0,0,0,0,0,8,10,1451612.903,473684.2105,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124914842
1727,1.40E+07,0,0,0,0,0,0,0,0,0,2,5,823529.4118,153846.1538,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39673161
1728,8.00E+06,0,0,0,0,0,0,0,0,0,8,14,320000,86956.52174,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10848783
1729,1.00E+07,0,1,0,0,0,0,0,0,0,22,21,769230.7692,98039.21569,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3665069
1730,5200000,0,1,0,0,0,0,0,0,0,18,19,247619.0476,31901.84049,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13000000
1731,4.00E+06,0,1,0,0,0,0,0,0,0,4,6,4.00E+05,44444.44444,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440000
1732,3900000,0,1,0,0,0,0,0,0,0,18,14,169565.2174,19597.98995,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4900000
1733,5500000,0,1,0,0,0,0,0,0,0,1,12,550000,39285.71429,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47000000
1734,2.50E+07,0,0,0,0,0,0,0,0,0,8,13,657894.7368,238095.2381,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34100000
1735,4.00E+07,0,0,0,0,0,0,0,0,0,24,28,740740.7407,338983.0508,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,244527583
1736,6.30E+07,0,0,0,0,0,0,1,0,0,118,18,2333333.333,496062.9921,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,920100000
1737,5.00E+06,0,1,0,0,0,0,0,0,0,9,1,5.00E+05,41322.31405,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23507567
1738,2.00E+06,0,1,0,0,0,0,0,0,0,10,16,181818.1818,22222.22222,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120620
1739,24093600.99,0,0,0,0,0,0,0,0,0,14,7,4396408.216,235521.8687,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46434570
1740,3.80E+07,0,0,0,0,0,0,0,0,0,9,9,1583333.333,387755.102,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122417389
1741,24096857.76,0,1,0,0,0,0,0,0,0,17,3,2931915.79,221741.5304,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26079312
1742,1.50E+07,0,0,0,1,0,0,0,0,0,33,18,1153846.154,135135.1351,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163169
